strategy,human_target,predicted_target,intention_correct,prediction_time,human_grasp_time,lead_time,robot_target,conflict_count,min_human_robot_distance,task_finish_time
B_farthest_from_human,red,red,True,0.8760000000000007,3.001999999999891,2.12599999999989,yellow,0,0.08000000000000002,6.8779999999994645
B_farthest_from_human,blue,blue,True,1.6540000000000012,3.001999999999891,1.3479999999998897,yellow,0,0.08000000000000002,7.655999999999379
B_farthest_from_human,green,green,True,1.6540000000000012,3.001999999999891,1.3479999999998897,red,0,0.08000000000000002,7.655999999999379
B_farthest_from_human,yellow,yellow,True,0.8760000000000007,3.001999999999891,2.12599999999989,red,0,0.08000000000000002,6.8779999999994645
